Id,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,last_flag,attack_class,protocol_type_tcp,protocol_type_udp,service_X11,service_Z39_50,service_aol,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_harvest,service_hostnames,service_http,service_http_2784,service_http_443,service_http_8001,service_imap4,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_red_i,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tftp_u,service_tim_i,service_time,service_urh_i,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,flag_REJ,flag_RSTO,flag_RSTOS0,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,attack_buffer_overflow,attack_ftp_write,attack_guess_passwd,attack_imap,attack_ipsweep,attack_land,attack_loadmodule,attack_multihop,attack_neptune,attack_nmap,attack_normal,attack_perl,attack_phf,attack_pod,attack_portsweep,attack_rootkit,attack_satan,attack_smurf,attack_spy,attack_teardrop,attack_warezclient,attack_warezmaster
service_link,-0.007383255,-0.010318978,-0.021704541,,,,-0.00865909,,-0.049787697,-0.006248011,,,,,,,,,,0.072724459,-0.014299109,0.064241045,0.064849045,0.024797363,0.023786215,-0.081007604,0.003174716,-0.02304375,0.043220837,-0.058310214,-0.065688044,0.003522497,-0.026734112,-0.016098559,0.063889955,0.065598271,0.024392769,0.02427971,-0.013095215,0.043966122,0.029295376,-0.022612782,-0.001481428,-0.00510667,-0.000245139,-0.00537709,-0.004631798,-0.004709883,-0.004055392,-0.004122114,-0.003964715,-0.004029152,-0.00414412,-0.017109026,-0.003617324,-0.011958119,-0.009734794,-0.003824737,-0.00378095,-0.00733802,-0.007310594,-0.014763215,-0.003953236,-0.000245139,-0.003724487,-0.042224469,-0.000173338,-0.003998956,-0.000245139,-0.004420419,-0.00455574,-0.00361314,-0.003000853,-0.003515547,1,-0.003596355,-0.003638174,-0.003687739,-0.003493976,-0.003233381,-0.003302724,-0.003293562,-0.004361663,-0.002985725,-0.002248213,-0.011647523,-0.000387603,-0.001531352,-0.002819361,-0.001440246,-0.028185171,-0.000490289,-0.001531352,-0.001608017,-0.001397854,-0.015273113,-0.002715807,-0.003060625,-0.003388546,-0.004051654,-0.003792941,-0.008487865,-0.000300233,-0.000490289,-0.004444391,-0.000548164,-0.004263159,-0.004856117,-0.004562403,-0.004316203,-0.004575701,0.031196759,-0.006893551,-0.001759906,-0.002951684,0.065314528,-0.003316421,-0.001954403,-0.0012136,-0.074558008,-6.11E-05,-0.000949523,-0.000490289,-0.001262183,-0.000574921,-0.005108422,-0.000735462,-0.000520032,-0.000458621,0.082429122,-0.005540875,-0.065934572,-0.000300233,-0.000346681,-0.002459449,-4.46E-05,-0.000548164,-0.009053981,-0.009011513,-0.000245139,-0.005195396,-0.005189526,-0.000775251
service_login,-0.006872971,-0.009798698,-0.019612193,,,,-0.008227625,,-0.04647093,-0.004581122,,,,,,,,,,0.017335015,-0.013111798,0.069107025,0.069137551,0.0114974,0.010109534,-0.069109234,0.004927266,-0.021895528,0.042231753,-0.05519228,-0.06193929,-0.000920479,-0.025861138,-0.018759759,0.069352576,0.06987228,0.012001674,0.010414687,-0.009736565,0.039744823,0.027835648,-0.021486034,-0.001407611,-0.004852215,-0.000232924,-0.00510916,-0.004401005,-0.004475199,-0.00385332,-0.003916717,-0.003767161,-0.003828388,-0.003937627,-0.016256518,-0.00343708,-0.01136227,-0.00924973,-0.003634159,-0.003592553,-0.006972381,-0.006946322,-0.014027595,-0.003756255,-0.000232924,-0.003538903,-0.040120511,-0.000164701,-0.003799696,-0.000232924,-0.004200158,-0.004328737,-0.003433104,-0.002851327,-0.003340375,-0.003596355,1,-0.003456891,-0.003503987,-0.003319878,-0.003072268,-0.003138156,-0.00312945,-0.00414433,-0.002836953,-0.00213619,-0.011067151,-0.000368289,-0.001455048,-0.002678878,-0.001368481,-0.026780762,-0.000465859,-0.001455048,-0.001527893,-0.001328202,-0.014512086,-0.002580484,-0.00290812,-0.003219702,-0.003849768,-0.003603947,-0.008064933,-0.000285273,-0.000465859,-0.004222936,-0.00052085,-0.004050735,-0.004614147,-0.004335068,-0.004101136,-0.004347703,-0.018290465,0.083338377,-0.001672213,-0.005205402,0.069849507,-0.003151171,-0.001857019,-0.001153129,-0.069455074,-0.002714236,-0.00090221,0.033732945,-0.001199291,-0.000546274,-0.010024911,-0.000698816,-0.00049412,-0.000435769,0.081216333,-0.006401979,-0.062649189,-0.000285273,-0.000329407,-0.0023369,-0.005406695,-0.00052085,-0.007630936,-0.008562488,-0.000232924,-0.00493652,-0.004930943,-0.000736622
service_mtp,-0.007007307,-0.009918815,-0.020862857,,,,-0.008323298,,-0.047856971,-0.006005718,,,,,,,,,,0.068719433,-0.014117425,0.06537483,0.065589542,0.01880295,0.018367594,-0.077233673,0.003316725,-0.022150132,0.040809348,-0.056234804,-0.063279276,0.004709039,-0.025048787,-0.015186957,0.065421869,0.066319599,0.017309781,0.01878301,-0.01279224,0.042984555,0.028159326,-0.021735877,-0.001423979,-0.004908637,-0.000235632,-0.005168571,-0.004452181,-0.004527237,-0.003898128,-0.003962262,-0.003810966,-0.003872905,-0.003983414,-0.016445552,-0.003477047,-0.011494393,-0.009357287,-0.003676417,-0.003634328,-0.007053457,-0.007027095,-0.01419071,-0.003799933,-0.000235632,-0.003580054,-0.040587039,-0.000166617,-0.003843879,-0.000235632,-0.004248999,-0.004379073,-0.003473025,-0.002884483,-0.003379217,-0.003638174,-0.003456891,1,-0.003544732,-0.003358482,-0.003107993,-0.003174647,-0.00316584,-0.004192521,-0.002869941,-0.00216103,-0.011195841,-0.000372572,-0.001471967,-0.002710028,-0.001384394,-0.027092173,-0.000471276,-0.001471967,-0.001545659,-0.001343647,-0.014680835,-0.00261049,-0.002941936,-0.003257141,-0.003894534,-0.003645854,-0.008158713,-0.000288591,-0.000471276,-0.004272041,-0.000526906,-0.004097838,-0.004667801,-0.004385477,-0.004148824,-0.004398259,0.023564613,-0.006626225,0.003021205,-0.000428717,0.065810046,-0.003187813,-0.001878612,-0.001166538,-0.07166671,0.000161629,-0.000912701,-0.000471276,-0.001213237,-0.000552626,-0.004481343,-0.000706942,-0.000499865,-0.000440836,0.078201407,-0.005231665,-0.063377684,-0.000288591,-0.000333237,-0.002364074,0.002489274,-0.000526906,-0.008580868,-0.008662054,-0.000235632,-0.004993922,-0.004988281,-0.000745188
service_name,-0.007134587,-0.010053947,-0.021147087,,,,-0.008436692,,-0.048508962,-0.006087538,,,,,,,,,,0.064910654,-0.014514537,0.060773995,0.060979863,0.026640325,0.026218931,-0.078437404,0.005117674,-0.0224519,0.041429194,-0.05713851,-0.064253906,0.003530829,-0.025652394,-0.016244171,0.06090213,0.061703155,0.025062201,0.026739651,-0.015623071,0.043445224,0.028542961,-0.022032001,-0.001443379,-0.004975511,-0.000238842,-0.005238986,-0.004512836,-0.004588915,-0.003951235,-0.004016242,-0.003862886,-0.003925668,-0.004037683,-0.016669602,-0.003524417,-0.011650989,-0.009484768,-0.003726504,-0.003683841,-0.007149552,-0.00712283,-0.01438404,-0.003851702,-0.000238842,-0.003628828,-0.041139986,-0.000168886,-0.003896247,-0.000238842,-0.004306886,-0.004438732,-0.003520341,-0.00292378,-0.003425255,-0.003687739,-0.003503987,-0.003544732,1,-0.003404237,-0.003150335,-0.003217898,-0.003208971,-0.004249639,-0.00290904,-0.002190471,-0.011348371,-0.000377648,-0.001492021,-0.002746949,-0.001403255,-0.02746127,-0.000477696,-0.001492021,-0.001566717,-0.001361952,-0.014880843,-0.002646055,-0.002982016,-0.003301515,-0.003947592,-0.003695524,-0.008269865,-0.000292522,-0.000477696,-0.004330243,-0.000534085,-0.004153665,-0.004731394,-0.004445224,-0.004205347,-0.00445818,0.032544706,-0.006716499,0.002935259,-0.000646254,0.061271421,-0.003231243,-0.001904206,-0.00118243,-0.072643078,8.54E-05,-0.000925136,-0.000477696,-0.001229766,-0.000560155,-0.005492849,-0.000716573,-0.000506675,-0.000446842,0.0794449,-0.005336511,-0.064241124,-0.000292522,-0.000337777,-0.002396282,0.002209891,-0.000534085,-0.00794702,-0.008780064,-0.000238842,-0.005061958,-0.00505624,-0.00075534
service_netbios_dgm,-0.006634852,-0.009525684,-0.020035963,,,,-0.007993406,,-0.045960173,-0.005767683,,,,,,,,,,0.059350884,-0.013659755,0.064330115,0.064493112,0.015673883,0.015563386,-0.075576016,0.00502656,-0.021272218,0.04126797,-0.054342883,-0.061162073,0.001584439,-0.023100789,-0.018225717,0.064544447,0.065198799,0.015778022,0.01593512,-0.007971861,0.039557646,0.027043239,-0.020874382,-0.00136754,-0.004714085,-0.000226293,-0.004963716,-0.00427572,-0.004347802,-0.003743626,-0.003805218,-0.00365992,-0.003719403,-0.003825533,-0.015793737,-0.003339235,-0.011038816,-0.008986413,-0.003530704,-0.003490282,-0.006773895,-0.006748578,-0.013628265,-0.003649324,-0.000226293,-0.00343816,-0.038978383,-0.000160013,-0.003691528,-0.000226293,-0.004080591,-0.004205509,-0.003335373,-0.002770157,-0.003245283,-0.003493976,-0.003319878,-0.003358482,-0.003404237,1,-0.002984808,-0.003048821,-0.003040363,-0.004026352,-0.002756192,-0.002075378,-0.010752097,-0.000357805,-0.001413626,-0.002602617,-0.001329524,-0.026018382,-0.000452597,-0.001413626,-0.001484398,-0.001290391,-0.014098964,-0.002507024,-0.002825333,-0.003128045,-0.003740175,-0.003501352,-0.007835345,-0.000277152,-0.000452597,-0.00410272,-0.000506023,-0.003935421,-0.004482794,-0.00421166,-0.003984387,-0.004223935,0.020609774,-0.006363596,-0.001624609,-0.000800269,0.064873269,-0.003061465,-0.001804154,-0.001120302,-0.068826219,0.000389629,-0.000876527,-0.000452597,-0.001165151,-0.000530723,-0.009739527,-0.000678922,-0.000480053,-0.000423364,0.077558309,-0.004923953,-0.060865727,-0.000277152,-0.000320029,-0.002270375,0.000536571,-0.000506023,-0.008110978,-0.008318736,-0.000226293,-0.00479599,-0.004790572,-0.000715653
service_netbios_ns,-0.00595011,-0.008815216,-0.018541598,,,,-0.007397225,,-0.042532274,-0.005337506,,,,,,,,,,0.051785449,-0.012452705,0.056075649,0.056236193,0.019523143,0.019163271,-0.067451008,0.003897961,-0.019685648,0.038404917,-0.050011887,-0.05630358,0.001399634,-0.020673911,-0.016866368,0.055983709,0.056878779,0.020417384,0.019569688,-0.008487204,0.03657596,0.025026242,-0.019317484,-0.001265543,-0.004362489,-0.000209415,-0.004593501,-0.003956819,-0.004023525,-0.003464411,-0.00352141,-0.003386948,-0.003441995,-0.003540209,-0.014615775,-0.003090181,-0.010215495,-0.00831617,-0.003267369,-0.003229962,-0.00626867,-0.006245241,-0.012611813,-0.003377142,-0.000209415,-0.003181728,-0.036071215,-0.000148078,-0.003416199,-0.000209415,-0.003776243,-0.003891845,-0.003086607,-0.002563547,-0.003003236,-0.003233381,-0.003072268,-0.003107993,-0.003150335,-0.002984808,1,-0.002821427,-0.0028136,-0.00372605,-0.002550624,-0.001920588,-0.009950162,-0.000331118,-0.001308192,-0.002408503,-0.001230363,-0.024077824,-0.00041884,-0.001308192,-0.001373685,-0.001194149,-0.013047405,-0.00232004,-0.002614608,-0.002894742,-0.003461218,-0.003240206,-0.007250952,-0.000256481,-0.00041884,-0.003796722,-0.000468281,-0.003641901,-0.004148449,-0.003897537,-0.003687215,-0.003908897,0.024477723,-0.005888973,-0.001503439,-0.000737857,0.056542,-0.002833128,-0.001669593,-0.001036746,-0.063692876,0.000828724,-0.000811152,-0.00041884,-0.001078249,-0.00049114,-0.009013113,-0.000628285,-0.000444249,-0.000391788,0.071818328,-0.004356272,-0.05632611,-0.000256481,-0.00029616,-0.002101041,0.000930683,-0.000468281,-0.008151829,-0.007698291,-0.000209415,-0.004438285,-0.004433271,-0.000662276
service_netbios_ssn,-0.006132484,-0.009003834,-0.018939244,,,,-0.007555867,,-0.043141166,-0.005451974,,,,,,,,,,0.057667059,-0.012677132,0.059851705,0.059959493,0.016334374,0.014722798,-0.070024496,0.006246225,-0.02010783,0.039245537,-0.051031761,-0.057482774,0.002882045,-0.022054329,-0.017228086,0.060087178,0.060623504,0.016342405,0.015074333,-0.007604422,0.037698412,0.025562959,-0.01973177,-0.001292684,-0.004456047,-0.000213906,-0.004692014,-0.004041678,-0.004109814,-0.003538709,-0.00359693,-0.003459585,-0.003515812,-0.003616133,-0.014929227,-0.003156454,-0.010434578,-0.00849452,-0.003337442,-0.003299233,-0.006403109,-0.006379178,-0.012882288,-0.003449569,-0.000213906,-0.003249963,-0.036844803,-0.000151254,-0.003489463,-0.000213906,-0.003857229,-0.00397531,-0.003152803,-0.002618525,-0.003067644,-0.003302724,-0.003138156,-0.003174647,-0.003217898,-0.003048821,-0.002821427,1,-0.002873941,-0.003805959,-0.002605325,-0.001961777,-0.010163554,-0.00033822,-0.001336248,-0.002460156,-0.001256749,-0.024594201,-0.000427823,-0.001336248,-0.001403145,-0.001219759,-0.013327222,-0.002369796,-0.002670682,-0.002956824,-0.003535447,-0.003309696,-0.007406457,-0.000261982,-0.000427823,-0.003878148,-0.000478324,-0.003720006,-0.004237417,-0.003981124,-0.003766291,-0.003992727,0.019107758,-0.004675162,-0.001535682,-0.001033838,0.060284369,-0.002893888,-0.001705399,-0.00105898,-0.064152576,0.000708136,-0.000828548,-0.000427823,-0.001101373,-0.000501673,-0.00920641,-0.00064176,-0.000453776,-0.00040019,0.072876694,-0.004508934,-0.057534088,-0.000261982,-0.000302512,-0.0021461,-0.000415803,-0.000478324,-0.0057066,-0.007863389,-0.000213906,-0.004533469,-0.004528348,-0.00067648
service_netstat,-0.006109222,-0.008979289,-0.018886703,,,,-0.007534905,,-0.043323904,-0.00543685,,,,,,,,,,0.052975042,-0.012718221,0.066265592,0.066467549,0.007093277,0.006834077,-0.070440808,0.005295377,-0.020052047,0.038012952,-0.051082497,-0.057491888,-0.000907217,-0.023406664,-0.017180292,0.06650846,0.067149987,0.004084619,0.007081758,-0.006608847,0.038276852,0.025492042,-0.01967703,-0.001289098,-0.004443685,-0.000213313,-0.004678998,-0.004030465,-0.004098412,-0.003528892,-0.003586952,-0.003449987,-0.003506059,-0.003606101,-0.014887811,-0.003147697,-0.010405631,-0.008470954,-0.003328183,-0.00329008,-0.006385346,-0.006361481,-0.01284655,-0.003439999,-0.000213313,-0.003240947,-0.036742589,-0.000150834,-0.003479783,-0.000213313,-0.003846529,-0.003964282,-0.003144056,-0.002611261,-0.003059134,-0.003293562,-0.00312945,-0.00316584,-0.003208971,-0.003040363,-0.0028136,-0.002873941,1,-0.003795401,-0.002598097,-0.001956334,-0.010135359,-0.000337281,-0.001332541,-0.002453331,-0.001253263,-0.024525972,-0.000426636,-0.001332541,-0.001399253,-0.001216375,-0.013290249,-0.002363222,-0.002663273,-0.002948621,-0.003525639,-0.003300515,-0.00738591,-0.000261255,-0.000426636,-0.003867389,-0.000476997,-0.003709686,-0.004225661,-0.00397008,-0.003755843,-0.003981651,0.009861273,-0.005998581,0.003671283,8.81E-05,0.06661865,-0.00288586,-0.001700668,-0.001056042,-0.064878357,0.000723904,-0.000826249,-0.000426636,-0.001098318,-0.000500281,-0.009180869,-0.000639979,-0.000452518,-0.00039908,0.071700898,-0.004488834,-0.057374477,-0.000261255,-0.000301672,-0.002140146,0.003574744,-0.000476997,-0.006559703,-0.007841575,-0.000213313,-0.004520892,-0.004515785,-0.000674603
service_nnsp,-0.009812438,-0.011891302,-0.025011655,,,,-0.009978473,,-0.057373833,-0.007200018,,,,,,,,,,0.022442903,-0.016682413,0.080609604,0.080816889,0.019447291,0.019003395,-0.089805363,0.002444285,-0.026554919,0.051147339,-0.066833271,-0.075339391,-0.003055423,-0.031607455,-0.022751856,0.080920191,0.081698759,0.020452506,0.019461874,-0.006827764,0.047324775,0.033759104,-0.026058285,-0.001707152,-0.005884771,-0.00028249,-0.006196395,-0.005337544,-0.005427526,-0.004673311,-0.004750199,-0.004568817,-0.004643073,-0.004775558,-0.019715923,-0.004168494,-0.013780174,-0.011218082,-0.004407512,-0.004357052,-0.008456111,-0.008424507,-0.017012682,-0.00455559,-0.00028249,-0.004291986,-0.048658199,-0.00019975,-0.004608275,-0.00028249,-0.005093957,-0.005249897,-0.004163673,-0.003458092,-0.00405121,-0.004361663,-0.00414433,-0.004192521,-0.004249639,-0.004026352,-0.00372605,-0.003805959,-0.003795401,1,-0.003440659,-0.002590773,-0.013422252,-0.000446662,-0.001764683,-0.003248946,-0.001659696,-0.032479737,-0.000564994,-0.001764683,-0.00185303,-0.001610845,-0.017600273,-0.003129614,-0.003526971,-0.003904858,-0.004669003,-0.004370871,-0.009781159,-0.00034598,-0.000564994,-0.005121582,-0.000631687,-0.004912736,-0.005596042,-0.005257575,-0.004973862,-0.005272899,0.027965551,-0.007943919,-0.002028062,-0.006645568,0.081430985,-0.003821743,-0.002252194,-0.001398516,-0.085918389,-0.000862975,-0.001094201,-0.000564994,-0.001454502,-0.000662522,-0.012158222,-0.000847524,-0.000599269,-0.000528501,0.09975051,-0.006724461,-0.075981003,-0.00034598,-0.000399505,-0.002834195,-0.006463282,-0.000631687,-0.011544795,-0.010384595,-0.00028249,-0.005987017,-0.005980253,-0.000893376
service_nntp,-0.005279674,-0.008139223,-0.017121435,,,,-0.006830646,,-0.037598169,-0.004928688,,,,,,,,,,0.04314234,-0.011275801,0.060547615,0.060658531,0.004002264,0.002598535,-0.06187355,0.008380173,-0.018177858,0.03421686,-0.046159279,-0.051752002,0.002635102,-0.019701512,-0.015574516,0.060804467,0.061278409,0.002869698,0.002775915,-0.006415338,0.035151427,0.023109398,-0.017837893,-0.001168611,-0.004028351,-0.000193375,-0.00424167,-0.003653753,-0.003715349,-0.00319906,-0.003251693,-0.00312753,-0.003178361,-0.003269052,-0.013496303,-0.002853494,-0.009433056,-0.007679206,-0.00301711,-0.002982569,-0.005788532,-0.005766897,-0.011645831,-0.003118475,-0.000193375,-0.002938028,-0.033308398,-0.000136736,-0.003154541,-0.000193375,-0.003487008,-0.003593755,-0.002850193,-0.002367196,-0.002773208,-0.002985725,-0.002836953,-0.002869941,-0.00290904,-0.002756192,-0.002550624,-0.002605325,-0.002598097,-0.003440659,1,-0.001773483,-0.009188045,-0.000305757,-0.001207993,-0.002224028,-0.001136125,-0.022233622,-0.00038676,-0.001207993,-0.00126847,-0.001102685,-0.01204806,-0.00214234,-0.002414347,-0.002673024,-0.003196111,-0.002992028,-0.006695577,-0.000236836,-0.00038676,-0.003505919,-0.000432414,-0.003362955,-0.003830705,-0.003599011,-0.003404799,-0.003609501,-0.013458987,0.043455206,-0.001388286,-0.000822445,0.061247246,-0.002616129,-0.001541713,-0.000957338,-0.057144489,-0.002253383,-0.000749023,-0.00038676,-0.000995662,-0.000453522,-0.008322768,-0.000580163,-0.000410222,-0.000361779,0.064354739,-0.005314979,-0.052011902,-0.000236836,-0.000273476,-0.001940115,0.00229804,-0.000432414,-0.002485036,-0.007108652,-0.000193375,-0.004098342,-0.004093712,-0.00061155
service_ntp_u,-0.004907286,-0.005843578,-0.012431147,,,,-0.005143391,,-0.029573268,-0.00371124,,,,,,,,,,-0.025983042,-0.013559044,-0.023285841,-0.023092882,-0.013680483,-0.013683017,0.014405549,0.013688371,-0.01117622,-0.021860386,-0.025095401,-0.009088939,-0.005970858,0.030891136,-0.007724906,-0.023370718,-0.022834949,-0.014122875,-0.013754475,0.018597744,-0.030940665,-0.076742946,0.099422241,-0.000879949,-0.003033298,-0.000145609,-0.003193924,-0.00275123,-0.002797611,-0.002408852,-0.002448484,-0.002354991,-0.002393266,-0.002461555,-0.010162547,-0.002148645,-0.007102973,-0.005782346,-0.002271846,-0.002245837,-0.004358692,-0.004342401,-0.008769165,-0.002348173,-0.000145609,-0.002212298,-0.025080806,-0.000102961,-0.00237533,-0.000145609,-0.002625673,-0.002706053,-0.00214616,-0.001782469,-0.002088191,-0.002248213,-0.00213619,-0.00216103,-0.002190471,-0.002075378,-0.001920588,-0.001961777,-0.001956334,-0.002590773,-0.001773483,1,-0.006918483,-0.000230231,-0.000909604,-0.001674665,-0.000855488,-0.016741638,-0.000291225,-0.000909604,-0.000955142,-0.000830308,-0.009072038,-0.001613155,-0.001817973,-0.002012754,-0.002406632,-0.00225296,-0.005041686,-0.000178335,-0.000291225,-0.002639913,-0.000325602,-0.002532263,-0.002884473,-0.00271001,-0.002563771,-0.002717909,-0.011434042,-0.004094683,-0.001045362,-0.005115424,-0.022599863,-0.001969912,-0.001160891,-0.000720863,0.030153884,-0.001696769,-0.000564005,-0.000291225,-0.000749721,-0.000341496,-0.00626694,-0.000436855,-0.000308892,-0.000272415,-0.025482348,-0.004002112,0.034097643,-0.000178335,-0.000205924,-0.001460882,-0.005640147,-0.000325602,-0.006297347,-0.005352726,-0.000145609,-0.003086,-0.003082514,-0.00046049
service_other,0.352710659,-0.009996886,-0.06469363,,,,-0.025165443,,-0.130386732,-0.019227157,,,,,,,,,,0.087480674,-0.001762419,-0.101463518,-0.10788301,0.116015993,0.122892564,-0.040035106,0.318777581,-0.070913097,0.103505898,-0.162191276,-0.17662734,0.507242671,0.304694609,-0.060757277,-0.104023407,-0.106511012,0.129165661,0.125062664,-0.041857774,0.063880967,-0.188237781,0.264128563,-0.004558833,-0.015714879,-0.000754371,-0.01654705,-0.014253547,-0.014493838,-0.012479758,-0.012685082,-0.012200714,-0.012399008,-0.012752802,-0.052650025,-0.01113168,-0.036799012,-0.029957121,-0.011769959,-0.011635209,-0.022581468,-0.02249707,-0.045431205,-0.012165391,-0.000754371,-0.011461454,-0.129938395,-0.000533419,-0.012306084,-0.000754371,-0.013603063,-0.014019492,-0.011118803,-0.009234599,-0.01081848,-0.011647523,-0.011067151,-0.011195841,-0.011348371,-0.010752097,-0.009950162,-0.010163554,-0.010135359,-0.013422252,-0.009188045,-0.006918483,1,-0.001192779,-0.004712466,-0.008676088,-0.004432104,-0.086734918,-0.001508778,-0.004712466,-0.00494839,-0.004301651,-0.047000327,-0.008357419,-0.009418535,-0.010427655,-0.012468254,-0.011672111,-0.026119916,-0.000923915,-0.001508778,-0.013676834,-0.001686878,-0.013119125,-0.014943848,-0.014039996,-0.013282358,-0.014080916,0.086000568,-0.018466303,-0.0054158,0.126612242,-0.106502359,-0.004549366,-0.000540004,-0.001532019,0.017581483,-0.008790604,-0.00292199,-0.001508778,-0.003884148,-0.00176922,-0.032467702,-0.002263256,-0.001600307,-0.001411327,-0.126649551,-0.020734105,0.023838171,-0.000923915,-0.00106685,-0.007568524,0.111088966,0.012937994,0.279321104,-0.027731351,-0.000754371,-0.015987918,-0.013377062,-0.0023857
service_pm_dump,-0.000872218,-0.001011566,-0.001511226,,,,-0.000886745,,-0.005098571,-0.000639835,,,,,,,,,,0.002337888,-0.002342369,-0.003788802,-0.003981322,0.00707893,-0.002359017,-0.006949474,0.032737186,-0.002359824,-0.000695347,-0.006525109,-0.007202522,0.008838936,-0.002862222,-0.002021862,-0.003717599,-0.003936853,0.003106731,-0.002371337,-0.026119555,0.013506181,0.00300003,-0.00231569,-0.000151707,-0.000522955,-2.51E-05,-0.000550648,-0.000474325,-0.000482321,-0.000415298,-0.00042213,-0.000406012,-0.00041261,-0.000424384,-0.001752071,-0.000370437,-0.001224586,-0.000996904,-0.000391677,-0.000387193,-0.000751459,-0.000748651,-0.001511846,-0.000404836,-2.51E-05,-0.000381411,-0.00432405,-1.78E-05,-0.000409518,-2.51E-05,-0.000452679,-0.000466536,-0.000370008,-0.000307306,-0.000360014,-0.000387603,-0.000368289,-0.000372572,-0.000377648,-0.000357805,-0.000331118,-0.00033822,-0.000337281,-0.000446662,-0.000305757,-0.000230231,-0.001192779,1,-0.00015682,-0.00028872,-0.00014749,-0.002886338,-5.02E-05,-0.00015682,-0.000164671,-0.000143149,-0.001564062,-0.000278116,-0.000313427,-0.000347008,-0.000414915,-0.000388421,-0.00086921,-3.07E-05,-5.02E-05,-0.000455133,-5.61E-05,-0.000436574,-0.000497297,-0.000467219,-0.000442006,-0.00046858,-0.001971283,-0.000705943,-0.000180225,-0.000881923,-0.003896323,-0.000339622,-0.000200143,-0.00012428,0.005198672,-0.000292531,-9.72E-05,-5.02E-05,-0.000129255,-5.89E-05,-0.00108045,-7.53E-05,-5.33E-05,-4.70E-05,-0.004393278,-0.000689983,-0.006752112,-3.07E-05,-3.55E-05,-0.000251863,-0.000972388,-5.61E-05,0.036560016,-0.000922835,-2.51E-05,-0.000532041,-0.00053144,-7.94E-05
service_pop_2,-0.000648242,-0.004174283,-0.008756768,,,,-0.003503377,,-0.019491002,-0.00252788,,,,,,,,,,0.030394898,-0.006099773,0.019970984,0.019964172,0.017411244,0.016316024,-0.030946258,0.00426846,-0.00932326,0.018124094,-0.023882796,-0.026859449,0.006485966,-0.008017803,-0.007988029,0.020062182,0.020248252,0.017020986,0.016603418,0.011053286,0.019960024,0.011852603,-0.009148895,-0.00059937,-0.002066105,-9.92E-05,-0.002175514,-0.001873977,-0.001905569,-0.001640769,-0.001667764,-0.001604082,-0.001630153,-0.001676668,-0.006922133,-0.001463531,-0.00483813,-0.003938596,-0.001547449,-0.001529733,-0.002968886,-0.00295779,-0.005973043,-0.001599438,-9.92E-05,-0.001506888,-0.017083579,-7.01E-05,-0.001617936,-9.92E-05,-0.001788455,-0.001843205,-0.001461839,-0.001214114,-0.001422354,-0.001531352,-0.001455048,-0.001471967,-0.001492021,-0.001413626,-0.001308192,-0.001336248,-0.001332541,-0.001764683,-0.001207993,-0.000909604,-0.004712466,-0.00015682,1,-0.001140684,-0.000582708,-0.011403425,-0.000198366,-0.000619569,-0.000650587,-0.000565557,-0.006179342,-0.001098787,-0.001238297,-0.00137097,-0.001639257,-0.001534584,-0.003434102,-0.000121471,-0.000198366,-0.001798154,-0.000221781,-0.00172483,-0.001964734,-0.001845901,-0.001746291,-0.001851281,0.016846284,-0.002789059,-0.000712039,0.005813118,0.020274179,-0.001341789,-0.000790731,-0.00049101,-0.028865276,-0.00115574,-0.000384167,-0.000198366,-0.000510666,-0.000232607,-0.004268673,-0.00029756,-0.000210399,-0.000185553,0.030254156,-0.002726005,-0.026676438,-0.000121471,-0.000140263,-0.000995068,0.006742543,-0.000221781,0.001431066,-0.003645964,-9.92E-05,-0.002102003,-0.002099628,-0.000313659
